timestamp,price,market_cap,volume,coin
1775412193957,592.7303566338486,80805726602.15407,529705683.9806161,binancecoin
1775415787516,592.1233040884022,80788123986.00908,518361855.80007905,binancecoin
1775419406779,592.0510651556876,80730024499.25157,481363487.5429951,binancecoin
1775422994352,593.1169586688906,80904269597.40529,500744213.1972599,binancecoin
1775426568436,591.3577572025434,80691927074.28601,525323470.28923273,binancecoin
1775430161783,596.9088023237002,81258205565.55167,547264514.1500903,binancecoin
1775433721413,601.5319277415803,82032211835.35657,610987258.5820462,binancecoin
1775437390375,603.4303252833702,82334403988.70203,650124515.4555877,binancecoin
1775440917691,600.8289453114419,81931692856.41353,662098785.4130546,binancecoin
1775444930128,602.7419733348905,82192447150.91324,662264896.9211342,binancecoin
1775448173529,600.3320866986867,81837856741.15883,667905849.9830278,binancecoin
1775451740951,599.9188143322265,81827637628.05664,698628438.443812,binancecoin
1775455342861,601.406265507677,81989177232.88199,687354221.8288424,binancecoin
1775458946533,601.2478006635408,82010270566.1524,721465985.5768287,binancecoin
1775462608582,603.7005587473752,82331231533.63878,721566477.2904841,binancecoin
1775466228899,604.2533541038476,82409747526.46016,723344683.666948,binancecoin
1775469804257,607.0602069966786,82765841849.04745,773181491.9775585,binancecoin
1775473429504,606.2101108892467,82653427501.50032,765619042.6396872,binancecoin
1775476988082,605.2859106277523,82526975968.2061,787346031.1423799,binancecoin
1775480566646,604.3888360610896,82405712972.13196,775188937.906394,binancecoin
1775484050344,605.79984300245,82661591530.7968,780516212.1543347,binancecoin
1775487805344,607.15342789643,82711019805.00693,661660595.2453228,binancecoin
1775491395304,608.4428689999318,82956671968.15334,794535298.3377762,binancecoin
1775495000438,605.8887422069205,82617071903.30766,663061770.9802049,binancecoin
1775498615978,604.5369362741162,82428704607.07689,813916149.5521004,binancecoin
1775502179421,607.1012103035894,82765260497.83421,731185853.717447,binancecoin
1775505774373,606.8174641079243,82735843059.57928,822609474.8742734,binancecoin
1775509423351,606.6356979034456,82718762728.88898,839681518.2570723,binancecoin
1775513016465,605.4385999522941,82545765209.58272,830339546.8741914,binancecoin
1775516620013,600.7732052138795,81997151576.81729,671579240.5253432,binancecoin
1775520175242,600.2118425663355,81842529919.58655,809193950.5544351,binancecoin
1775523768576,599.4809165121605,81755015058.32715,770385674.6791677,binancecoin
1775527353898,597.4620845218361,81518804191.3579,624213089.4720238,binancecoin
1775530935017,598.2881703727465,81580656014.67557,756734975.0175858,binancecoin
1775534535399,599.1112888144143,81697910144.48419,746384866.8462837,binancecoin
1775538132248,600.3436958618843,81883761353.40283,578776321.3234162,binancecoin
1775541757289,597.4027539337156,81460729296.41603,742549631.343375,binancecoin
1775545236629,598.6834389772037,81630940663.81082,736433030.5814044,binancecoin
1775548820189,599.1184688046952,81678782891.41985,712082976.9914585,binancecoin
1775552594374,602.2574395098749,82092630294.20363,740203345.6404549,binancecoin
1775556236439,605.4386088535291,82566102385.9317,719312236.804,binancecoin
1775559802582,597.3523528376656,81472425340.58763,632446523.6975478,binancecoin
1775563415674,597.231149524726,81450665142.43091,682329200.3328818,binancecoin
1775567041024,598.3279094777587,81512763695.08588,679936554.1396054,binancecoin
1775570584210,596.8476958874409,81393988153.4258,830140748.0308535,binancecoin
1775574179700,594.9541303809264,81140826750.3897,833062546.187717,binancecoin
1775577737631,598.2791930582375,81569888819.62576,843444487.4475776,binancecoin
1775581434897,601.3915713674634,82014545831.24373,885823214.9664086,binancecoin
1775584984898,604.581386066375,82442493344.0401,893148439.9794902,binancecoin
1775588603259,603.2007353488935,82215370465.62778,897137051.8084344,binancecoin
1775592195714,608.2789992545441,82960028480.17157,898591623.2526436,binancecoin
1775595777535,607.6745776338144,82862655577.62067,947593752.0799679,binancecoin
1775599407020,611.8387094859216,83425662957.92874,977414740.7202444,binancecoin
1775602855240,618.3382858768629,84274473853.23991,1099537216.7338378,binancecoin
1775606630322,620.4758823184727,84605336658.57475,1009757674.5294894,binancecoin
1775610178614,617.087782551857,84101833223.40846,1248720564.411592,binancecoin
1775613766575,615.7795421904154,83951691680.29958,1246398870.1606212,binancecoin
1775617445973,615.0047551290415,83880227922.27385,1088319999.2484787,binancecoin
1775620996274,613.341038341749,83621216126.67683,1140756223.7360504,binancecoin
1775624592740,615.432649582599,83916412491.75783,1349717673.621046,binancecoin
1775628064569,615.7993784284282,83969582675.92416,1172415675.1009426,binancecoin
1775631787746,614.0640463460749,83745295502.412,1183355927.9047441,binancecoin
1775635356123,613.1214087538718,83603488068.93542,1365674281.3339837,binancecoin
1775638850438,612.3545022391088,83502727279.59114,1198272383.2946632,binancecoin
1775642505122,611.8102821615523,83421696779.48006,1399669266.051424,binancecoin
1775646131224,612.1593642536706,83492934263.29462,1362904456.489946,binancecoin
1775649703064,612.7917580052148,83557835225.7909,1349082657.0449488,binancecoin
1775653270396,613.7395304494903,83705248324.54077,1368253035.1311793,binancecoin
1775656918995,607.0097817883803,82750396533.05513,1287437244.8199632,binancecoin
1775660534979,602.280807548581,82103323235.48895,1351267049.3412817,binancecoin
1775664149056,605.4104266125125,82553535465.98494,1498221486.036149,binancecoin
1775667774902,605.4466711872466,82555065472.59798,1493997494.3194876,binancecoin
1775671341980,607.0277352568576,82770498853.15395,1495018152.8007672,binancecoin
1775674934418,603.3978846924246,82276009148.76213,1499856403.3934608,binancecoin
1775678506558,604.1697133986447,82381726165.26509,1466265056.4066017,binancecoin
1775682169123,604.7702071766522,82464780235.31499,1414918822.757327,binancecoin
1775685650032,606.4891219227433,82737777379.24434,1412632167.2780533,binancecoin
1775689337473,604.6857828984577,82522658772.53638,1307387504.4790914,binancecoin
1775692953037,601.1825872790433,81972951877.29778,1218951620.0366716,binancecoin
1775696529335,599.4846398084785,81781779249.20975,1183017159.0871642,binancecoin
1775700152854,601.6373235764053,81993926080.89174,1054769279.181699,binancecoin
1775703811434,601.8389124047183,82047463568.45625,1188895204.1977665,binancecoin
1775707395573,600.3882140142603,81900377443.58893,1156998601.0160797,binancecoin
1775711071192,599.0662890187349,81703998916.79332,1096768754.28461,binancecoin
1775714677148,600.2316064410774,81846138376.45361,1088037088.8574457,binancecoin
1775718150043,600.3706991550879,81817431691.35632,1083091360.0624557,binancecoin
1775721710202,600.2908153965273,81858663252.86754,1069723844.941001,binancecoin
1775725352661,600.8664562842816,81895561451.84386,1059743673.6394306,binancecoin
1775728929619,602.5918338388798,82156987739.41035,1067302821.2252673,binancecoin
1775732569220,602.6466888498168,82146547010.00302,1075169453.2146528,binancecoin
1775736149699,602.5336090639819,82130860606.49416,1071288805.2207472,binancecoin
1775739796390,603.1928323563083,82220158762.1565,1022813973.5225029,binancecoin
1775743339049,600.8897792340798,81903201325.93439,927530669.0631377,binancecoin
1775746979925,600.8492337721248,81942610816.24199,870228853.1148918,binancecoin
1775750420451,606.1285709435089,82739987893.48158,906256172.5937235,binancecoin
1775754148249,605.5218216059393,82491454852.33925,900170225.5240431,binancecoin
1775757810656,608.454729163368,82943424593.52498,924991857.3335149,binancecoin
1775761372727,606.7365743042371,82684895936.99666,928642650.7405051,binancecoin
1775764987916,608.8536470939428,83019726802.68983,944619521.992664,binancecoin
1775768612403,608.4499214532289,83033885478.63821,957228308.9324478,binancecoin
1775772184547,607.180677788675,82808101653.80237,973389165.455403,binancecoin
1775775651374,606.2857180284501,82671142082.4996,1011912209.3544129,binancecoin
1775779362750,602.7816776325137,82224648671.39467,748582682.279887,binancecoin
1775782853086,603.1587931373771,82259692355.55766,985433649.1775208,binancecoin
1775786561126,603.2759797972464,82291916563.2074,836662998.0965612,binancecoin
1775790155877,601.4354081866718,81991512272.16142,969061816.638366,binancecoin
1775793799390,601.4077416559498,82025997685.84593,989024264.6252918,binancecoin
1775797296964,601.4561321375311,82056382747.58115,995022419.7911631,binancecoin
1775801062404,601.7613667062977,82054550309.32611,894219178.6958618,binancecoin
1775804600585,600.404986464147,81859037314.63982,990550650.4776618,binancecoin
1775808205488,599.3583069230845,81745450851.58853,984938694.1031353,binancecoin
1775811659946,600.518924321818,81884748923.20338,999324981.8662822,binancecoin
1775815365150,601.8064074996987,81999950474.69037,995256773.816255,binancecoin
